id,name,price,sale_price
840,letterpress,212.00,24.00
841,wayfarers,214.00,69.00
842,seitan,35.00,51.00
843,vegan,72.00,95.00
844,locavore,134.00,74.00
845,pitchfork,154.00,163.00
846,kombucha,89.00,115.00
847,try-hard,125.00,188.00
848,cliche,80.00,21.00
849,street,312.00,27.00
850,ethical,179.00,59.00
851,lumbersexual,272.00,174.00
852,biodiesel,78.00,183.00
853,synth,50.00,56.00
854,kombucha,7.00,38.00
855,selvage,10.00,30.00
856,lo-fi,204.00,94.00
857,everyday,54.00,44.00
858,waistcoat,219.00,119.00
859,normcore,106.00,72.00
860,street,111.00,124.00
861,humblebrag,46.00,50.00
862,bespoke,111.00,136.00
863,humblebrag,54.00,4.00
864,wayfarers,285.00,167.00
865,yr,151.00,75.00
866,ethical,96.00,169.00
867,pour-over,334.00,41.00
868,yr,326.00,110.00
869,shoreditch,308.00,125.00
870,vinyl,118.00,76.00
871,pitchfork,347.00,28.00
872,chillwave,158.00,9.00
873,tilde,183.00,154.00
874,cardigan,72.00,132.00
875,90's,170.00,116.00
876,chillwave,48.00,26.00
877,listicle,43.00,151.00
878,artisan,123.00,95.00
879,carry,64.00,3.00
880,portland,323.00,82.00
881,YOLO,189.00,110.00
882,Thundercats,128.00,181.00
883,distillery,185.00,91.00
884,ramps,43.00,83.00
885,bespoke,339.00,143.00
886,marfa,37.00,163.00
887,venmo,137.00,69.00
888,cleanse,191.00,86.00
889,lumbersexual,138.00,30.00
890,disrupt,117.00,23.00
891,wolf,220.00,0.00
892,cronut,251.00,1.00
893,selfies,225.00,158.00
894,bushwick,51.00,110.00
895,pug,301.00,62.00
896,plaid,160.00,128.00
897,asymmetrical,5.00,71.00
898,twee,260.00,41.00
899,tattooed,285.00,119.00
900,neutra,53.00,88.00
901,cronut,124.00,4.00
902,chia,96.00,89.00
903,pabst,237.00,135.00
904,chambray,285.00,121.00
905,carry,252.00,5.00
906,literally,270.00,188.00
907,everyday,10.00,56.00
908,vegan,174.00,19.00
909,offal,216.00,95.00
910,mixtape,159.00,182.00
911,letterpress,34.00,17.00
912,carry,314.00,120.00
913,hashtag,46.00,61.00
914,crucifix,160.00,35.00
915,ugh,286.00,172.00
916,banjo,283.00,133.00
917,gastropub,246.00,48.00
918,celiac,343.00,81.00
919,biodiesel,254.00,148.00
920,kogi,244.00,123.00
921,bushwick,285.00,143.00
922,microdosing,69.00,182.00
923,kinfolk,111.00,8.00
924,austin,219.00,22.00
925,cardigan,304.00,62.00
926,aesthetic,190.00,152.00
927,brunch,266.00,184.00
928,selvage,31.00,76.00
929,umami,366.00,34.00
930,everyday,214.00,166.00
931,microdosing,86.00,108.00
932,gastropub,260.00,41.00
933,taxidermy,75.00,80.00
934,master,118.00,138.00
935,freegan,367.00,18.00
936,microdosing,163.00,189.00
937,cornhole,170.00,126.00
938,loko,366.00,129.00
939,pug,89.00,77.00
940,letterpress,174.00,132.00
941,quinoa,154.00,145.00
942,+1,210.00,139.00
943,selvage,264.00,70.00
944,goth,124.00,122.00
945,dreamcatcher,198.00,15.00
946,microdosing,259.00,74.00
947,aesthetic,51.00,181.00
948,keytar,286.00,25.00
949,readymade,174.00,55.00
950,Yuccie,21.00,17.00
951,echo,218.00,77.00
952,pug,342.00,169.00
953,shoreditch,77.00,109.00
954,pabst,297.00,143.00
955,normcore,370.00,45.00
956,kinfolk,311.00,17.00
957,vice,7.00,3.00
958,keffiyeh,255.00,134.00
959,meggings,16.00,33.00
960,cardigan,239.00,146.00
961,keytar,50.00,147.00
962,kitsch,204.00,64.00
963,leggings,313.00,68.00
964,vice,306.00,135.00
965,meditation,173.00,145.00
966,umami,335.00,136.00
967,pinterest,7.00,4.00
968,crucifix,210.00,26.00
969,migas,272.00,104.00
970,whatever,308.00,145.00
971,tacos,285.00,156.00
972,hashtag,18.00,37.00
973,whatever,366.00,187.00
974,brooklyn,145.00,94.00
975,cliche,243.00,137.00
976,cornhole,100.00,35.00
977,whatever,26.00,96.00
978,disrupt,264.00,96.00
979,disrupt,108.00,148.00
980,kogi,332.00,179.00
981,cronut,217.00,123.00
982,synth,360.00,71.00
983,semiotics,188.00,116.00
984,poutine,236.00,136.00
985,beard,341.00,143.00
986,swag,86.00,91.00
987,post-ironic,344.00,51.00
988,YOLO,232.00,115.00
989,seitan,59.00,159.00
990,irony,183.00,34.00
991,vinyl,168.00,113.00
992,bespoke,169.00,122.00
993,heirloom,196.00,136.00
994,tattooed,9.00,130.00
995,chillwave,27.00,68.00
996,asymmetrical,216.00,67.00
997,authentic,347.00,190.00
998,pinterest,175.00,1.00
999,iPhone,276.00,25.00
1000,authentic,239.00,93.00
1,wolf,117.00,169.00
2,master,250.00,44.00
3,flexitarian,113.00,16.00
4,iPhone,241.00,154.00
5,bitters,62.00,73.00
6,pug,379.00,33.00
7,meditation,88.00,99.00
8,echo,110.00,168.00
9,listicle,375.00,139.00
10,viral,326.00,53.00
11,listicle,150.00,80.00
12,street,288.00,150.00
13,normcore,341.00,166.00
14,Thundercats,354.00,5.00
15,fingerstache,331.00,61.00
16,VHS,198.00,93.00
17,pop-up,272.00,37.00
18,aesthetic,44.00,112.00
19,cardigan,199.00,59.00
20,mumblecore,120.00,100.00
21,vinyl,239.00,137.00
22,austin,380.00,159.00
23,lumbersexual,192.00,135.00
24,cold-pressed,225.00,4.00
25,post-ironic,365.00,4.00
26,everyday,153.00,30.00
27,sartorial,204.00,130.00
28,occupy,305.00,174.00
29,YOLO,138.00,108.00
30,viral,351.00,83.00
31,sartorial,329.00,27.00
32,mumblecore,202.00,125.00
33,ethical,377.00,29.00
34,meditation,354.00,187.00
35,hammock,289.00,65.00
36,wayfarers,145.00,138.00
37,chillwave,377.00,87.00
38,franzen,349.00,155.00
39,plaid,140.00,66.00
40,health,180.00,44.00
41,meh,97.00,1.00
42,vice,204.00,139.00
43,leggings,237.00,150.00
44,irony,8.00,62.00
45,neutra,33.00,27.00
46,etsy,307.00,153.00
47,seitan,67.00,85.00
48,celiac,105.00,89.00
49,post-ironic,333.00,34.00
50,ugh,323.00,114.00
51,offal,204.00,163.00
52,goth,181.00,188.00
53,banjo,310.00,53.00
54,tumblr,118.00,170.00
55,listicle,158.00,180.00
56,cornhole,74.00,51.00
57,goth,327.00,126.00
58,wayfarers,58.00,173.00
59,VHS,133.00,54.00
60,plaid,127.00,160.00
61,asymmetrical,243.00,181.00
62,YOLO,50.00,0.00
63,pug,199.00,157.00
64,cold-pressed,108.00,111.00
65,polaroid,268.00,118.00
66,pop-up,166.00,112.00
67,tattooed,118.00,121.00
68,ugh,95.00,145.00
69,vice,183.00,85.00
70,street,132.00,188.00
71,lo-fi,89.00,52.00
72,viral,364.00,71.00
73,bitters,352.00,95.00
74,distillery,142.00,51.00
75,loko,225.00,3.00
76,asymmetrical,256.00,157.00
77,celiac,130.00,123.00
78,distillery,6.00,125.00
79,chicharrones,350.00,48.00
80,flannel,252.00,153.00
81,helvetica,263.00,77.00
82,authentic,77.00,149.00
83,flexitarian,164.00,122.00
84,PBR&B,351.00,134.00
85,tilde,336.00,88.00
86,sustainable,66.00,77.00
87,blog,344.00,35.00
88,crucifix,154.00,162.00
89,try-hard,357.00,154.00
90,kickstarter,224.00,137.00
91,banjo,50.00,69.00
92,microdosing,53.00,22.00
93,everyday,276.00,96.00
94,etsy,67.00,95.00
95,health,305.00,124.00
96,retro,285.00,98.00
97,organic,344.00,140.00
98,slow-carb,291.00,112.00
99,normcore,222.00,141.00
100,venmo,352.00,134.00
101,Yuccie,63.00,65.00
102,flannel,255.00,70.00
103,chambray,71.00,66.00
104,aesthetic,215.00,159.00
105,hashtag,310.00,57.00
106,ugh,91.00,109.00
107,irony,17.00,51.00
108,readymade,240.00,147.00
109,cleanse,6.00,174.00
110,heirloom,23.00,64.00
111,leggings,107.00,176.00
112,offal,193.00,38.00
113,distillery,254.00,65.00
114,cardigan,367.00,67.00
115,marfa,267.00,1.00
116,stumptown,212.00,70.00
117,+1,155.00,49.00
118,artisan,68.00,60.00
119,tilde,17.00,56.00
120,pickled,130.00,13.00
121,viral,298.00,40.00
122,pickled,273.00,43.00
123,chillwave,352.00,92.00
124,locavore,214.00,3.00
125,pop-up,371.00,29.00
126,readymade,197.00,9.00
127,goth,159.00,120.00
128,narwhal,325.00,20.00
129,readymade,51.00,23.00
130,artisan,290.00,185.00
131,tilde,311.00,93.00
132,seitan,61.00,134.00
133,church-key,301.00,184.00
134,kitsch,6.00,28.00
135,organic,127.00,10.00
136,celiac,213.00,1.00
137,bespoke,308.00,17.00
138,yr,334.00,91.00
139,carry,144.00,142.00
140,shoreditch,368.00,103.00
141,swag,106.00,126.00
142,celiac,147.00,39.00
143,tacos,77.00,147.00
144,pickled,91.00,122.00
145,sriracha,314.00,33.00
146,austin,151.00,74.00
147,keytar,53.00,28.00
148,letterpress,249.00,45.00
149,letterpress,160.00,93.00
150,viral,29.00,21.00
151,wayfarers,366.00,144.00
152,selvage,110.00,6.00
153,ugh,136.00,151.00
154,YOLO,334.00,167.00
155,hella,157.00,56.00
156,helvetica,347.00,56.00
157,helvetica,63.00,163.00
158,try-hard,156.00,46.00
159,etsy,317.00,45.00
160,synth,257.00,86.00
161,meggings,66.00,88.00
162,microdosing,215.00,143.00
163,whatever,291.00,156.00
164,echo,272.00,69.00
165,plaid,264.00,8.00
166,quinoa,99.00,20.00
167,williamsburg,212.00,187.00
168,mumblecore,36.00,132.00
169,mumblecore,250.00,122.00
170,pour-over,188.00,64.00
171,90's,267.00,187.00
172,actually,146.00,4.00
173,fingerstache,337.00,27.00
174,celiac,325.00,116.00
175,farm-to-table,324.00,161.00
176,pickled,352.00,77.00
177,slow-carb,15.00,60.00
178,paleo,53.00,58.00
179,umami,353.00,47.00
180,DIY,293.00,125.00
181,chicharrones,141.00,60.00
182,tacos,79.00,58.00
183,cray,108.00,156.00
184,austin,91.00,1.00
185,truffaut,274.00,166.00
186,iPhone,349.00,16.00
187,stumptown,136.00,10.00
188,church-key,41.00,13.00
189,bespoke,171.00,69.00
190,fixie,126.00,21.00
191,semiotics,59.00,67.00
192,chartreuse,351.00,23.00
193,kickstarter,218.00,81.00
194,letterpress,199.00,139.00
195,wolf,216.00,190.00
196,PBR&B,146.00,152.00
197,swag,298.00,94.00
198,pickled,158.00,114.00
199,YOLO,6.00,1.00
200,bushwick,140.00,133.00
201,XOXO,37.00,117.00
202,poutine,253.00,19.00
203,knausgaard,231.00,109.00
204,drinking,346.00,144.00
205,vinyl,333.00,185.00
206,franzen,260.00,17.00
207,kitsch,155.00,136.00
208,Godard,226.00,134.00
209,farm-to-table,286.00,150.00
210,cardigan,303.00,142.00
211,viral,292.00,15.00
212,bushwick,139.00,104.00
213,scenester,249.00,120.00
214,ugh,208.00,51.00
215,cleanse,205.00,179.00
216,roof,96.00,34.00
217,portland,49.00,141.00
218,blog,134.00,112.00
219,brooklyn,299.00,134.00
220,intelligentsia,165.00,22.00
221,vinegar,91.00,149.00
222,brooklyn,69.00,47.00
223,cornhole,41.00,119.00
224,beard,64.00,79.00
225,chartreuse,228.00,43.00
226,pinterest,194.00,44.00
227,street,140.00,102.00
228,austin,256.00,184.00
229,poutine,94.00,142.00
230,actually,208.00,101.00
231,ethical,153.00,146.00
232,pop-up,286.00,14.00
233,knausgaard,192.00,44.00
234,slow-carb,247.00,28.00
235,synth,272.00,72.00
236,twee,99.00,5.00
237,cardigan,335.00,170.00
238,hammock,176.00,179.00
239,synth,329.00,183.00
240,brooklyn,13.00,108.00
241,lumbersexual,256.00,30.00
242,letterpress,10.00,92.00
243,twee,262.00,129.00
244,neutra,146.00,39.00
245,keytar,227.00,114.00
246,meggings,30.00,107.00
247,portland,133.00,123.00
248,kombucha,266.00,93.00
249,asymmetrical,271.00,91.00
250,brunch,133.00,5.00
251,pinterest,112.00,65.00
252,umami,248.00,113.00
253,tilde,135.00,162.00
254,biodiesel,101.00,84.00
255,beard,325.00,69.00
256,poutine,160.00,168.00
257,keytar,277.00,53.00
258,humblebrag,253.00,107.00
259,pickled,216.00,168.00
260,hammock,163.00,36.00
261,gastropub,307.00,56.00
262,artisan,69.00,85.00
263,viral,18.00,67.00
264,offal,373.00,119.00
265,poutine,115.00,134.00
266,Yuccie,198.00,72.00
267,retro,107.00,190.00
268,fingerstache,190.00,125.00
269,viral,173.00,35.00
270,Thundercats,42.00,18.00
271,bushwick,338.00,3.00
272,plaid,333.00,88.00
273,mustache,98.00,169.00
274,occupy,45.00,21.00
275,blog,295.00,158.00
276,williamsburg,273.00,69.00
277,neutra,169.00,19.00
278,locavore,17.00,23.00
279,etsy,271.00,115.00
280,bushwick,305.00,153.00
281,pickled,256.00,109.00
282,pop-up,151.00,112.00
283,selvage,326.00,172.00
284,Yuccie,161.00,135.00
285,cronut,350.00,74.00
286,ramps,341.00,117.00
287,selvage,193.00,33.00
288,scenester,256.00,73.00
289,gentrify,112.00,60.00
290,vice,227.00,65.00
291,brunch,68.00,18.00
292,waistcoat,267.00,126.00
293,keytar,111.00,189.00
294,hoodie,134.00,99.00
295,lumbersexual,129.00,136.00
296,farm-to-table,181.00,8.00
297,listicle,179.00,0.00
298,quinoa,35.00,53.00
299,cray,78.00,99.00
300,portland,266.00,138.00
301,kitsch,378.00,41.00
302,chia,266.00,137.00
303,keytar,82.00,142.00
304,kickstarter,121.00,64.00
305,pabst,346.00,188.00
306,8-bit,64.00,87.00
307,pinterest,34.00,185.00
308,skateboard,20.00,14.00
309,tofu,311.00,63.00
310,tofu,157.00,7.00
311,VHS,138.00,37.00
312,+1,187.00,27.00
313,street,192.00,87.00
314,PBR&B,80.00,130.00
315,XOXO,241.00,49.00
316,pitchfork,278.00,182.00
317,kogi,336.00,58.00
318,actually,201.00,94.00
319,chia,312.00,94.00
320,celiac,190.00,80.00
321,viral,17.00,51.00
322,chambray,86.00,138.00
323,aesthetic,317.00,142.00
324,cred,365.00,159.00
325,everyday,252.00,156.00
326,shoreditch,91.00,51.00
327,fingerstache,360.00,30.00
328,swag,333.00,95.00
329,ennui,201.00,45.00
330,truffaut,109.00,91.00
331,etsy,316.00,101.00
332,beard,236.00,8.00
333,kogi,281.00,69.00
334,cardigan,185.00,164.00
335,typewriter,48.00,48.00
336,helvetica,180.00,58.00
337,hella,297.00,174.00
338,distillery,281.00,105.00
339,truffaut,100.00,25.00
340,keffiyeh,162.00,122.00
341,hammock,121.00,167.00
342,park,112.00,132.00
343,locavore,218.00,160.00
344,authentic,26.00,131.00
345,fingerstache,269.00,43.00
346,lumbersexual,198.00,103.00
347,plaid,66.00,123.00
348,slow-carb,304.00,44.00
349,pickled,362.00,141.00
350,actually,136.00,121.00
351,offal,21.00,76.00
352,mixtape,252.00,141.00
353,listicle,60.00,182.00
354,pinterest,140.00,36.00
355,neutra,94.00,66.00
356,helvetica,191.00,79.00
357,post-ironic,45.00,115.00
358,lo-fi,88.00,155.00
359,cold-pressed,180.00,4.00
360,90's,255.00,124.00
361,cray,295.00,93.00
362,swag,229.00,89.00
363,cold-pressed,155.00,2.00
364,tacos,360.00,85.00
365,sartorial,303.00,26.00
366,pug,131.00,96.00
367,kinfolk,358.00,133.00
368,chicharrones,200.00,150.00
369,XOXO,363.00,182.00
370,cred,113.00,109.00
371,kitsch,119.00,113.00
372,tacos,60.00,68.00
373,paleo,128.00,41.00
374,venmo,355.00,163.00
375,drinking,126.00,134.00
376,Yuccie,329.00,112.00
377,taxidermy,60.00,107.00
378,chia,79.00,59.00
379,hashtag,157.00,41.00
380,sustainable,337.00,81.00
381,salvia,215.00,77.00
382,franzen,313.00,134.00
383,carry,165.00,8.00
384,stumptown,247.00,138.00
385,schlitz,142.00,53.00
386,leggings,147.00,115.00
387,selvage,100.00,11.00
388,migas,111.00,85.00
389,lumbersexual,23.00,159.00
390,freegan,371.00,166.00
391,pour-over,100.00,138.00
392,listicle,132.00,15.00
393,literally,55.00,176.00
394,tofu,343.00,8.00
395,normcore,101.00,158.00
396,letterpress,20.00,137.00
397,90's,47.00,185.00
398,VHS,334.00,36.00
399,kinfolk,80.00,131.00
400,polaroid,46.00,169.00
401,vinyl,358.00,171.00
402,cornhole,333.00,154.00
403,artisan,98.00,102.00
404,gentrify,309.00,108.00
405,meh,217.00,96.00
406,etsy,341.00,93.00
407,vegan,292.00,142.00
408,blog,267.00,83.00
409,wayfarers,281.00,179.00
410,biodiesel,15.00,57.00
411,hella,293.00,26.00
412,umami,129.00,121.00
413,mumblecore,27.00,40.00
414,pug,32.00,65.00
415,loko,337.00,87.00
416,neutra,355.00,44.00
417,celiac,204.00,110.00
418,mumblecore,369.00,99.00
419,slow-carb,130.00,63.00
420,artisan,198.00,44.00
421,readymade,165.00,186.00
422,aesthetic,350.00,125.00
423,quinoa,206.00,19.00
424,whatever,86.00,146.00
425,VHS,368.00,110.00
426,migas,7.00,101.00
427,listicle,185.00,146.00
428,fixie,120.00,183.00
429,pug,357.00,47.00
430,wayfarers,360.00,7.00
431,pitchfork,113.00,26.00
432,tofu,226.00,83.00
433,flannel,78.00,62.00
434,lomo,295.00,12.00
435,DIY,147.00,29.00
436,normcore,163.00,139.00
437,90's,15.00,6.00
438,tumblr,66.00,71.00
439,migas,351.00,7.00
440,echo,323.00,19.00
441,viral,317.00,69.00
442,viral,151.00,71.00
443,cold-pressed,319.00,81.00
444,offal,161.00,128.00
445,shoreditch,280.00,81.00
446,cleanse,96.00,82.00
447,microdosing,330.00,45.00
448,vinegar,33.00,141.00
449,meditation,373.00,33.00
450,neutra,342.00,57.00
451,stumptown,240.00,52.00
452,mlkshk,218.00,38.00
453,Godard,352.00,8.00
454,fixie,297.00,5.00
455,carry,255.00,54.00
456,cornhole,72.00,158.00
457,schlitz,155.00,22.00
458,williamsburg,352.00,27.00
459,seitan,151.00,104.00
460,+1,38.00,130.00
461,YOLO,98.00,97.00
462,Godard,379.00,65.00
463,bitters,105.00,55.00
464,mustache,67.00,88.00
465,humblebrag,193.00,37.00
466,lomo,125.00,179.00
467,synth,175.00,32.00
468,Thundercats,369.00,67.00
469,pitchfork,258.00,137.00
470,keytar,156.00,135.00
471,roof,303.00,44.00
472,cliche,230.00,27.00
473,VHS,222.00,52.00
474,leggings,145.00,134.00
475,schlitz,349.00,179.00
476,tattooed,380.00,175.00
477,sriracha,179.00,182.00
478,cronut,24.00,12.00
479,master,162.00,43.00
480,ethical,295.00,98.00
481,plaid,276.00,98.00
482,listicle,261.00,41.00
483,salvia,378.00,111.00
484,bitters,263.00,55.00
485,butcher,63.00,33.00
486,vice,380.00,154.00
487,everyday,126.00,68.00
488,listicle,257.00,148.00
489,asymmetrical,321.00,136.00
490,polaroid,26.00,169.00
491,ramps,56.00,21.00
492,biodiesel,231.00,10.00
493,neutra,94.00,127.00
494,normcore,283.00,33.00
495,pug,247.00,24.00
496,leggings,119.00,133.00
497,marfa,107.00,90.00
498,marfa,224.00,73.00
499,readymade,359.00,21.00
500,gentrify,355.00,122.00
501,banjo,23.00,32.00
502,Thundercats,344.00,147.00
503,biodiesel,94.00,85.00
504,brooklyn,185.00,57.00
505,hammock,213.00,92.00
506,tattooed,325.00,123.00
507,hoodie,43.00,9.00
508,carry,92.00,54.00
509,VHS,177.00,77.00
510,cleanse,172.00,69.00
511,etsy,6.00,82.00
512,disrupt,114.00,184.00
513,gastropub,140.00,159.00
514,bushwick,331.00,187.00
515,master,275.00,133.00
516,gentrify,88.00,179.00
517,kogi,354.00,59.00
518,chambray,132.00,150.00
519,pitchfork,127.00,102.00
520,ugh,322.00,115.00
521,Thundercats,236.00,185.00
522,yr,351.00,48.00
523,pug,40.00,119.00
524,venmo,98.00,129.00
525,vegan,317.00,69.00
526,austin,27.00,160.00
527,pabst,279.00,155.00
528,dreamcatcher,316.00,55.00
529,everyday,380.00,71.00
530,franzen,77.00,183.00
531,keytar,169.00,158.00
532,selfies,317.00,111.00
533,mixtape,154.00,106.00
534,pop-up,223.00,5.00
535,slow-carb,101.00,163.00
536,tousled,156.00,183.00
537,Thundercats,314.00,56.00
538,franzen,156.00,30.00
539,plaid,91.00,72.00
540,hashtag,291.00,139.00
541,hashtag,313.00,43.00
542,letterpress,105.00,41.00
543,umami,273.00,167.00
544,ugh,242.00,90.00
545,twee,293.00,160.00
546,VHS,289.00,136.00
547,pop-up,230.00,152.00
548,blog,286.00,119.00
549,drinking,373.00,4.00
550,skateboard,148.00,127.00
551,williamsburg,134.00,122.00
552,selvage,93.00,20.00
553,forage,373.00,157.00
554,yr,9.00,182.00
555,roof,49.00,128.00
556,microdosing,352.00,159.00
557,pug,11.00,63.00
558,ennui,286.00,123.00
559,pabst,13.00,158.00
560,locavore,72.00,81.00
561,chillwave,353.00,33.00
562,PBR&B,291.00,134.00
563,disrupt,149.00,174.00
564,+1,333.00,16.00
565,everyday,169.00,90.00
566,wolf,337.00,144.00
567,celiac,19.00,190.00
568,pabst,372.00,135.00
569,pickled,23.00,118.00
570,ennui,377.00,55.00
571,listicle,53.00,36.00
572,intelligentsia,218.00,154.00
573,humblebrag,154.00,66.00
574,Yuccie,328.00,70.00
575,slow-carb,328.00,163.00
576,gastropub,205.00,92.00
577,pitchfork,275.00,23.00
578,bushwick,338.00,76.00
579,DIY,194.00,44.00
580,celiac,79.00,164.00
581,cold-pressed,100.00,74.00
582,celiac,167.00,65.00
583,keffiyeh,255.00,131.00
584,park,367.00,40.00
585,twee,69.00,185.00
586,kombucha,275.00,75.00
587,roof,373.00,64.00
588,tacos,91.00,15.00
589,marfa,380.00,53.00
590,wayfarers,45.00,183.00
591,authentic,261.00,27.00
592,pitchfork,262.00,80.00
593,locavore,38.00,109.00
594,whatever,28.00,158.00
595,authentic,150.00,179.00
596,literally,155.00,119.00
597,cliche,14.00,179.00
598,gastropub,304.00,158.00
599,kinfolk,38.00,38.00
600,portland,276.00,161.00
601,pinterest,259.00,42.00
602,mustache,307.00,179.00
603,locavore,61.00,151.00
604,sartorial,7.00,183.00
605,cliche,31.00,93.00
606,twee,356.00,42.00
607,hammock,193.00,67.00
608,kitsch,21.00,50.00
609,pug,186.00,82.00
610,ennui,8.00,88.00
611,beard,216.00,128.00
612,brunch,374.00,109.00
613,truffaut,37.00,12.00
614,butcher,67.00,130.00
615,austin,143.00,174.00
616,chambray,195.00,37.00
617,sartorial,174.00,132.00
618,plaid,194.00,90.00
619,90's,319.00,134.00
620,shoreditch,199.00,47.00
621,semiotics,364.00,9.00
622,authentic,344.00,159.00
623,biodiesel,151.00,112.00
624,crucifix,217.00,67.00
625,lo-fi,252.00,6.00
626,semiotics,270.00,163.00
627,squid,312.00,0.00
628,cronut,156.00,83.00
629,plaid,194.00,116.00
630,artisan,96.00,162.00
631,PBR&B,162.00,128.00
632,cliche,182.00,19.00
633,hoodie,243.00,38.00
634,plaid,238.00,28.00
635,mumblecore,226.00,150.00
636,bitters,334.00,179.00
637,everyday,239.00,42.00
638,schlitz,152.00,119.00
639,iPhone,310.00,107.00
640,beard,84.00,22.00
641,goth,117.00,110.00
642,slow-carb,36.00,37.00
643,chicharrones,234.00,175.00
644,pop-up,240.00,162.00
645,brooklyn,131.00,112.00
646,hashtag,21.00,160.00
647,heirloom,257.00,175.00
648,sustainable,326.00,155.00
649,skateboard,6.00,95.00
650,farm-to-table,160.00,75.00
651,hella,53.00,55.00
652,brunch,331.00,39.00
653,XOXO,270.00,64.00
654,flexitarian,336.00,151.00
655,marfa,110.00,20.00
656,truffaut,142.00,120.00
657,DIY,48.00,34.00
658,master,13.00,20.00
659,ugh,160.00,111.00
660,gluten-free,166.00,127.00
661,celiac,105.00,28.00
662,stumptown,15.00,59.00
663,cleanse,369.00,87.00
664,cleanse,160.00,140.00
665,+1,72.00,110.00
666,vinyl,312.00,145.00
667,loko,26.00,188.00
668,stumptown,106.00,6.00
669,butcher,304.00,81.00
670,hashtag,366.00,120.00
671,heirloom,169.00,159.00
672,skateboard,251.00,135.00
673,narwhal,75.00,10.00
674,cleanse,356.00,184.00
675,post-ironic,204.00,57.00
676,polaroid,159.00,142.00
677,master,16.00,78.00
678,bespoke,87.00,170.00
679,vinyl,33.00,29.00
680,dreamcatcher,338.00,88.00
681,literally,28.00,180.00
682,stumptown,380.00,118.00
683,stumptown,346.00,18.00
684,pug,49.00,150.00
685,street,16.00,150.00
686,viral,47.00,13.00
687,Godard,314.00,153.00
688,normcore,173.00,183.00
689,authentic,49.00,19.00
690,hammock,57.00,30.00
691,hashtag,111.00,127.00
692,tacos,195.00,121.00
693,listicle,206.00,190.00
694,humblebrag,287.00,33.00
695,taxidermy,347.00,74.00
696,cleanse,39.00,159.00
697,echo,137.00,84.00
698,semiotics,220.00,155.00
699,retro,265.00,142.00
700,distillery,352.00,8.00
701,biodiesel,141.00,82.00
702,cold-pressed,137.00,163.00
703,fixie,330.00,62.00
704,dreamcatcher,183.00,7.00
705,waistcoat,59.00,101.00
706,intelligentsia,347.00,48.00
707,tofu,331.00,181.00
708,synth,105.00,155.00
709,tattooed,263.00,135.00
710,dreamcatcher,357.00,29.00
711,celiac,185.00,120.00
712,meh,349.00,94.00
713,celiac,272.00,126.00
714,microdosing,253.00,151.00
715,try-hard,122.00,80.00
716,marfa,46.00,188.00
717,franzen,147.00,133.00
718,street,213.00,71.00
719,intelligentsia,26.00,48.00
720,artisan,186.00,29.00
721,umami,163.00,53.00
722,listicle,284.00,142.00
723,mumblecore,17.00,166.00
724,irony,24.00,138.00
725,dreamcatcher,86.00,142.00
726,distillery,137.00,167.00
727,keytar,56.00,104.00
728,roof,222.00,118.00
729,hoodie,337.00,69.00
730,swag,329.00,26.00
731,meggings,38.00,17.00
732,hammock,271.00,72.00
733,helvetica,38.00,98.00
734,VHS,202.00,21.00
735,kombucha,27.00,118.00
736,seitan,185.00,16.00
737,meditation,54.00,56.00
738,meggings,327.00,42.00
739,flexitarian,12.00,134.00
740,lomo,350.00,104.00
741,tousled,238.00,25.00
742,drinking,191.00,36.00
743,actually,76.00,171.00
744,taxidermy,123.00,59.00
745,drinking,189.00,185.00
746,cardigan,276.00,145.00
747,keffiyeh,230.00,148.00
748,cardigan,172.00,118.00
749,YOLO,98.00,56.00
750,leggings,148.00,126.00
751,roof,341.00,181.00
752,salvia,52.00,102.00
753,asymmetrical,326.00,171.00
754,master,97.00,176.00
755,schlitz,227.00,58.00
756,brunch,314.00,35.00
757,cardigan,32.00,47.00
758,fingerstache,131.00,101.00
759,neutra,49.00,46.00
760,mlkshk,153.00,159.00
761,drinking,120.00,109.00
762,chicharrones,202.00,150.00
763,semiotics,374.00,5.00
764,celiac,267.00,26.00
765,helvetica,82.00,8.00
766,whatever,282.00,11.00
767,butcher,294.00,124.00
768,vice,73.00,100.00
769,goth,362.00,88.00
770,pop-up,177.00,103.00
771,kogi,18.00,82.00
772,pug,304.00,149.00
773,occupy,365.00,34.00
774,scenester,212.00,21.00
775,ethical,170.00,190.00
776,cold-pressed,141.00,10.00
777,hella,259.00,132.00
778,XOXO,182.00,57.00
779,vegan,350.00,85.00
780,lumbersexual,26.00,98.00
781,vinyl,255.00,131.00
782,retro,49.00,139.00
783,viral,377.00,14.00
784,street,327.00,149.00
785,cleanse,374.00,142.00
786,cleanse,380.00,172.00
787,salvia,291.00,86.00
788,goth,194.00,122.00
789,twee,115.00,40.00
790,keffiyeh,155.00,58.00
791,normcore,270.00,41.00
792,kitsch,252.00,173.00
793,sartorial,112.00,70.00
794,street,30.00,112.00
795,cold-pressed,21.00,103.00
796,cronut,276.00,65.00
797,vice,367.00,28.00
798,artisan,151.00,72.00
799,cliche,207.00,159.00
800,gentrify,6.00,188.00
801,schlitz,39.00,74.00
802,organic,355.00,141.00
803,health,244.00,4.00
804,forage,217.00,19.00
805,whatever,84.00,16.00
806,cleanse,154.00,154.00
807,vinegar,87.00,168.00
808,kogi,177.00,144.00
